package,owner
tropAlgebra,cran
TropFishR,tokami
tRophicPosition,clquezada
trotter,ram6ler
trouBBlme4SolveR,iago-pssjd
TroublemakeR,sustainscapes
TrtCombo.FactorialExp.SR,roy-sr-007
trtf,r-forge
truelies,hughjonesd
TrueSkillThroughTime,glandfried
truh,natesmith07
TrumpetPlots,cran
TruncatedNormal,lbelzile
truncdist,cran
TruncExpFam,ocbe-uio
truncnorm,olafmersmann
truncnormbayes,leonkt
truncreg,r-forge
truncSP,cran
trust,cjgeyer
trustedtimestamping,ttspackage
trustOptim,braunm
TrustVDJ,hatsunecode
tryCatchLog,aryoda
ts2net,lnferreira
TSA,cran
tsallisqexp,cran
TSANN,yeasinstat
tsapp,rainers48
tsbox,ropensci
tsBSS,cran
TSCAN,bioc
TSCI,dlcarl
TSclust,pmontman
tscopula,ajmcneil
tscount,r-forge
TSCS,cran
tsdb,enricoschumann
tsdecomp,cran
TSdeeplearning,ronit10976
tsdf,wguo1017
TSDFGS,oumarkme
tsdisagg2,jvieira13
TSdisaggregation,mosleyl
TSdist,cran
TSDT,dentonbriandavid
tsDyn,matthieustigler
TSE,joshlmiller1978
TSEind,joshlmiller1978
tsensembler,vcerqueira
tsentiment,hakkisabah
TSEntropies,jiritomcala
tseries,cran
tseriesChaos,antoniofabio
tseriesEntropy,sgiannerini
TSeriesMMA,vishakhpk
tseriesTARMA,sgiannerini
TSEtools,asaeb1480
TSEwgt,joshlmiller1978
TSF,ranjitstat
tsfeatures,robjhyndman
tsfgrnn,franciscomartinezdelrio
tsfknn,franciscomartinezdelrio
tsfngm,cran
TSGS,sudhirsrivastava
TSGSIS,cran
TSHRC,cjgeyer
tsibble,tidyverts
tsibbledata,tidyverts
tsibbletalk,earowang
tsintermittent,trnnick
tsiR,adbecker
TSLSTM,ranjitstat
TSMN,cran
tsModel,cran
tsmp,matrix-profile-foundation
TSMSN,cran
tsna,statnet
tsne,jdonaldson
tsoutliers,cran
TSP,mhahsler
tsPI,helske
tspmeta,berndbischl
TSPred,rebeccasalles
tsqn,rogih
TSrepr,petolau
tsriadditive,andrewyyp
tsrobprep,cran
TSS.RESTREND,ardenb
tsSelect,aviblinder
tssim,danielollech
TSsmoothing,leticiaram
TSSS,cran
TSstudio,ramikrispin
TSSVM,cran
tstools,kof-ch
TSTutorial,cran
tsutils,trnnick
TSVC,jmober
tsviz,xtreamsrl
tsvr,reumandc
tswge,bsnatr
tsxtreme,tlugrin
TT,zielaskowski
TTAinterfaceTrendAnalysis,devrekerd
ttbary,cran
ttbbeer,jasdumas
TTCA,cran
ttcg,hckiang
ttdo,eddelbuettel
ttgsea,bioc
tth,cran
TTMap,bioc
tTOlr,jhmaindonald
TTR,joshuaulrich
TTS,1802515849
ttScreening,cran
ttservice,stemangiola
ttt,benjaminrich
ttTensor,rikenbit
tttplot,amartinunal
ttutils,cran
tuber,soodoku
tubern,gojiplus
tuckerR.mmgg,gusart
TUFLOWR,matt-s-gibbs
tufte,rstudio
tufterhandout,sachsmc
TukeyC,jcfaria
tukeyGH,f-santi
TukeyRegion,pavlomozharovskyi
tukeytrend,cran
TULIP,yuqingxx
tumgr,wilkersj
tune,tidymodels
TunePareto,hkestler
tuneR,cran
tuneRanger,philipppro
tuple,statlaw
turboEM,rvaradhan
TurboNorm,bioc
turner,gastonstat
TurtleGraphics,gagolews
Tushare,cran
tutorial.helpers,ppbds
TUWmodel,cran
tvem,dziakj1
tvgarch,cran
tvgeom,cran
tvm,juancentro
tvmComp,maheshpkumar
tvmediation,dcoffman
TVMM,henriqueest
tvR,kisungyou
tvReg,icasas
TVTB,kevinrue
tvthemes,ryo-n7
twang,mattcefalu
twangContinuous,dcoffman
twangMediation,danielmc1603
twangRDC,mattcefalu
twdtw,vwmaus
tweeDEseq,isglobal-exposomehub
tweedie,peterkdunn
tweenr,thomasp85
tweetcheck,cran
twenty48,rossellhayes
twfy,conjugateprior
twilight,bioc
twilio,seankross
twinning,cran
Twitmo,abuchmueller
twitteR,geoffjentry
twitteradsR,pablosanmar
TwitterAutomatedTrading,lucasgodeiro
twitterwidget,guivo
twl,cran
twn,redtent
TwoArmSurvSim,cran
twoddpcr,crukmi-computationalbiology
twopartm,cran
twopexp,atchanut
TwoPhaseInd,cran
twosamples,cdowd
TwoSampleTest.HD,cran
twosigma,edvanburen
twostageTE,cran
TwoStepCLogit,cran
twoway,friendly
twowaytests,osmandag
twoxtwo,vpnagraj
txcutr,bioc
tximeta,mikelove
tximport,mikelove
txshift,nhejazi
txtplot,bbnkmp
txtq,wlandau
typed,moodymudskipper
typehint,jsugarelli
TypeInfo,bioc
types,jimhester
typetracer,mpadge
tzdb,r-lib
tzupdater,sthonnard
u5mr,myominnoo
uaparserjs,hrbrmstr
uavRmp,gisma
UBayFS,annajenul
UBCRM,cran
ubiquity,john-harrold
UBL,paobranco
ubms,kenkellner
uCAREChemSuiteCLI,cran
UCell,carmonalab
uchardet,artemklevtsov
uci,ipeagit
ucie,mikelkou
uclust,cran
ucminf,hdakpo
UComp,djpedregal
UCR.ColumnNames,jacobkap
UCSCXenaShiny,openbiox
UCSCXenaTools,ropensci
UdderQuarterInfectionData,lduchate
udpipe,bnosac
udunits2,pacificclimate
ufRisk,cran
ufs,cran
ugatsdb,sebkrantz
uGMAR,saviviro
ugomquantreg,jmazucheli
uHMM,cran
ui,minnage
uiucthemes,illinois-r
uk2us,bldavies
UKB.COVID19,bahlolab
ukbabynames,mine-cetinkaya-rundel
ukbnmr,sritchie73
ukbtools,kenhanscombe
UKFE,agqhammond
ukgasapi,timothywong731
UKgrid,ramikrispin
uklr,kvasilopoulos
ukpolice,evanodell
Ularcirc,bioc
ulid,hrbrmstr
Ultimixt,cran
umap,tkonopka
Umatrix,cran
umbridge,linusseelinger
UMI4Cats,pasquali-lab
umiAnalyzer,sfilges
Umoments,innager
ump,cjgeyer
Umpire,cran
UMR,cran
umx,tbates
unbalhaar,cran
UncDecomp,kim-seonghyeon
uncertainty,cran
UNCLES,baselabujamous
uncmbb,joongsup
uncorbets,reckziegel
UNCOVER,samuelemerson
uncoverappLib,manuelaio
understandBPMN,gertjanssenswillen
UNDO,bioc
unglue,moodymudskipper
ungroup,mpascariu
unheadr,luisdva
uni.survival.tree,cran
uniah,yunrochung
Unicode,cran
unifDAG,cran
unifed,cran
UnifiedDoseFinding,cran
unifiedWMWqPCR,jofam
unifir,ropensci
uniformly,stla
UniIsoRegression,xzp1995
unikn,hneth
unine,pommedeterresautee
UniProt.ws,bioconductor
UniprotR,proteomicslab57357
uniqtag,sjackman
Uniquorn,bioc
uniReg,cran
unisensR,unisens
uniset,bpollner
UnitCircle,berrij
unitedR,cran
unitizer,brodieg
unitquantreg,andrmenezes
units,r-quantities
UnitStat,ankita8985
unittest,ravingmantis
unival,cran
univariateML,jonasmoss
universalmotif,bjmt
universals,poissonconsulting
universe,ropensci
univOutl,cran
UnivRNG,bernice0321
unix,jeroen
unjoin,hypertidy
unmarked,rbchan
unnest,vspinu
UNPaC,cran
unpivotr,nacnudus
unrepx,rvlenth
unrtf,ropensci
unstruwwel,stefanieschneider
unsystation,haeran-cho
untb,robinhankin
unusualprofile,wjschne
unvotes,dgrtwo
uotm,heming0425
UPCM,schaubert
updateObject,bioconductor
updater,ddsjoberg
updog,dcgerard
UPG,cran
UPMASK,algolkm
upndown,assaforon
upsetjs,upsetjs
UpSetR,hms-dbmi
UpSetVP,liuxyh
upstartr,globeandmail
UPSvarApprox,rhobis
uptasticsearch,jameslamb
uptimeRobot,theclue
urbin,r-forge
urca,bpfaff
urlchecker,r-lib
urlshorteneR,dmpe
urltools,ironholds
uroot,geobosh
ursa,nplatonov
us.census.geoheader,greg-minshall
usa,kiernann
USA.state.boundaries,iembry
USAboundaries,ropensci
USAboundariesData,ropensci
UScensus2010,zalmquist
uscoauditlog,pakabuka
usdampr,cbw1243
usdarnass,rdinter
usdata,openintrostat
usdm,babaknaimi
usdoj,ropengov
usedist,kylebittinger
usedthese,cgoo4
useful,jaredlander
usefun,bblodfon
usemodels,tidymodels
usethis,r-lib
usfertilizer,wenlong-liu
USgas,ramikrispin
USgrid,ramikrispin
ushr,sineadmorris
usincometaxes,shanejorr
UsingR,cran
uskewFactors,cran
usl,smoeding
usmap,pdil
usmapdata,pdil
uSORT,bioc
USP,cran
USpopcenters,nikkrieger
ussherR,datascinet
UStatBookABSC,ansuchatterjee
ustfd,groditi
ustyc,mrbcuda
utc,antojo-segura
utf8,patperry
utile.tables,efinite
utile.tools,efinite
utile.visuals,efinite
utilities,ben-oneill
utility,peterreichert
UtilityFrailtyPH12,cran
utilityFunctionTools,sebastianoschneider
utilsIPEA,ipea
utiml,rivolli
utr.annotation,yating-l
uuid,s-u
uwedragon,cran
UWHAM,cran
uwo4419,davidaarmstrong
uwot,jlmelville
uxr,joe-chelladurai
V8,jeroen
vaccine,avi-kenny
vacuum,sielinski
vader,krgitcode
vaersNDvax,iembry
vaersvax,iembry
VAExprs,bioc
vagalumeR,r-music
vagam,cran
VAJointSurv,boennecd
valaddin,egnha
valection,cran
VALERIE,cran
valet,runkelcorey
valhallr,chris31415926535
validann,gbhumphrey1
validata,harrison4192
validate,data-cleaning
validateIt,cran
validateRS,f-coppens
validatetools,data-cleaning
VALIDICLUST,cran
valmetrics,kriper0217
valorate,vtrevino
valottery,clayford
valr,rnabioco
valse,cran
valueEQ5D,sheejamk
valuemap,curycu
VAM,cran
vamc,my-jiang
vampyr,cran
VancouvR,mountainmath
vandalico,ajimenezvalverde
vangogh,cherylisabella
VanillaICE,bioc
vannstats,cran
vanquish,lethargy608
vapour,hypertidy
VAR.etp,jh8080
varband,hugogogo
varbin,safai
varbvs,pcarbo
varclust,psobczyk
VarCon,bioc
VARDetect,cran
vardiag,edzer
vardpoor,csblatvia
VarED,cran
VaRES,lbelzile
varEst,cran
VarfromPDB,zongfu
varhandle,mmahmoudian
variability,popatraj
variables,r-forge
VariableScreening,dziakj1
varian,jwiley
VarianceGamma,dsco036
variancePartition,diseaseneurogenomics
VariantAnnotation,bioc
VariantExperiment,bioconductor
VariantFiltering,rcastelo
variantspark,cran
VariantTools,lawremi
varImp,philipppro
variosig,cran
vaRiskScore,65382784943
varitas,cran
varjmcm,cran
varrank,cran
VarRedOpt,onurboyar
VarReg,kristyrobledo
vars,bpfaff
varSel,micheledalponte
VARSELECTEXPOSURE,cran
VarSelLCM,r-forge
varSelRF,rdiaz02
varsExplore,vladtarko
VARshrink,namgillee
varTestnlme,baeyc
varycoef,cran
vasicek,statcompute
vasicekreg,jmazucheli
VaSP,yuhuihui2011
vatcheckapi,cran
vaultr,vimc
VBLPCM,cran
vbmp,bioc
VBsparsePCA,bo-ning
VBV,dsteuer
VC2copula,tnagler
VCA,cran
vccp,xinxiong0238
vcd,cran
vcdExtra,friendly
VCFArray,liubuntu
vcfR,knausb
vcmeta,dgbonett
vcov,michaelchirico
vcpen,sinnweja
vcr,ropensci
vctrs,r-lib
vctsfr,franciscomartinezdelrio
vcvComp,cran
VDAP,cran
vdar,cran
vdg,schoonees
Vdgraph,johnjsl7
vdiffr,r-lib
vDiveR,pendy05
VDJdive,kstreet13
VDJgermlines,alexyermanos
VDSM,cran
VDSPCalibration,cran
vec2dtransf,gacarrillor
veccompare,jglev
vecsets,cellocgw
VecStatGraphs2D,cran
VectorCodeR,cran
vectorwavelet,toygur
VedicDateTime,prajwalkpatil
vegalite,hrbrmstr
VegaMC,bioc
vegan,vegandevs
vegan3d,vegandevs
vegawidget,vegawidget
vegclust,emf-creaf
vegdata,florianjansen
vegperiod,rnuske
vegtable,kamapu
vein,atmoschem
velociraptor,kevinrue
velociraptr,aazaff
veloviz,bioc
vembedr,ijlyttle
venn,dusadrian
VennDetail,guokai8
VennDiagram,pboutros
venneuler,s-u
vennLasso,jaredhuling
vennplot,z267xu
verbaliseR,cararthompson
verbalisr,magnusdv
verhoeff,condwanaland
verification,ericgilleland
vermeulen,ramiromagno
versions,goldingn
versionsort,turtletopia
VERSO,bioc
VertexSimilarity,cran
VertexSort,diala-ar
VeryLargeIntegers,jleivacuadrado
vesselr,jdwor
vetiver,rstudio
vetr,brodieg
VetResearchLMM,myaseen208
VEwaning,sth1402
VEwaningVariant,sth1402
vfcp,cran
vfinputs,rhenkin
VFP,cran
vfprogression,cran
VFS,sarahgoslee-usda
VGAM,tyee001
VGAMdata,tyee001
VGAMextra,cran
vglmer,mgoplerud
vhcub,aliyoussef96
VHDClassification,robingirard
vhica,lerouzic
via,adamkocsis
viafr,stefanieschneider
VIC5,cug-hydro
vICC,donaldrwilliams
vici,sistm
VicmapR,justincally
Vicus,rikenbit
video,ashbaldry
vidger,btmonier
vietnamcode,cran
vietnameseConverter,ecodynizw
ViewPipeSteps,daranzolin
viewpoly,mmollina
VIFCP,cran
VIGoR,onogi
viking,cran
villager,zizroc
VIM,statistikat
VIMean,marsdu1989
vimp,bdwilliamson
vimpclust,cran
vindecodr,burch-cm
VineCopula,tnagler
vinereg,tnagler
vines,yasserglez
violinplotter,jeffersonfparil
vioplot,tomkellygenetics
vip,koalaverse
viper,bioc
vipor,cran
VIRF,ranjitstat
viridis,sjmgarnier
viridisLite,sjmgarnier
virtualPollen,blasbenito
VirtualPop,willekens
virtualspecies,farewe
virtuoso,ropensci
virustotal,themains
visa,kang-yu
visachartR,cran
visae,dnzmarcio
visaOTR,cran
viscomp,georgiosseitidis
viscomplexr,peterbiber
visdat,ropensci
ViSEAGO,bioc
ViSiElse,re2simlab
visit,cran
VisitorCounts,cran
visNetwork,datastorm-open
visR,openpharma
visreg,pbreheny
vissE,davislaboratory
visStatistics,shhschilling
vistime,shosaco
vistla,mbq
visTree,ashwinikv
vistributions,rsquaredacademy
VisualDom,jomopo
visualFields,imarinfr
visualize,coatless-rpkg
Visualize.CRAN.Downloads,mponce0
VisualizeSimon2Stage,tingtingzhan
visualpred,cran
visvow,heeringa0
visxhclust,rhenkin
vita,cran
vitae,mitchelloharawild
vitality,cran
vivainsights,microsoft
vivaldi,greshamlab
vivid,alaninglis
vivo,modeloriented
vizdraws,ignacio82
vkR,dementiy
vlad,wittenberg
vlda,pnuwon
VLF,tathey
VLMC,mmaechler
VLTimeCausality,darkeyes
VMDecomp,mlampros
VMDML,cran
vmdTDNN,kapiliasri
vmeasur,jameshucklesby
vMF,ahoundetoungan
vmr,cran
vntrs,loelschlaeger
vocaldia,cran
voi,chjackson
voice,filipezabala
vol2birdR,adokter
volatilityTrader,maheshpkumar
volcano3D,katrionagoldmann
volcanoPlot,jwildfire
volesti,cran
volleystat,bozhinvi
voluModel,hannahlowens
voronoiTreemap,urosconf
VorteksExport,lansdon-qualta
vortexRdata,carlopacioni
voson.tcn,vosonlab
VOSONDash,vosonlab
vosonSML,vosonlab
Voss,cran
vote,hanase
voteogram,hrbrmstr
voteSim,antoinerollandlyon
votesmart,decktools
votesys,cran
vottrans,cran
vov,tylerlittlefield
vowels,tskendal
voxel,angelgar
VoxR,blecigne
Voyager,pachterlab
vpc,ronkeizer
VPdtw,ethanbass
VplotR,js2264
vprr,eogrady21
vrcp,yxw390
vrnmf,kharchenkolab
vroom,tidyverse
vrtest,jh8080
vscc,cran
vsclust,bioc
vsd,cyanzule
VSdecomp,eladg9
vsgoftest,testpregnault
vsn,bioc
VSOLassoBag,chywang17
vsp,rohelab
vstdct,cran
vstsr,ashbaldry
VSURF,robingenuer
vtable,nickch-k
vtpnet,vjcitn
vtreat,winvector
vtree,nbarrowman
VTShiny,kartikeyabolar
vtype,cran
vudc,cran
vueR,vue-r
vulcan,federicogiorgi
VulnToolkit,troyhill
VUROCS,cran
vvauditor,tin900
vvcanvas,vusaverse
vvconverter,tin900
vvfiller,vusaverse
vvmover,tin900
vvsculptor,tin900
vvtableau,vusaverse
vwline,pmur002
VWPre,vincentporretta
W2CWM2C,jomopo
W3CMarkupValidator,cran
W4MRUtils,lain-inrae
WA,lmaowsic
wacolors,corymccartan
WACS,rtrepos
wactor,mkearney
waddR,goncalves-lab
waffle,hrbrmstr
waiter,johncoene
wakefield,trinker
wal,dfsp-spirit
waldo,r-lib
walkboutr,rwalkbout
walker,helske
walkscore,chris31415926535
walkscoreAPI,whalenjf
wallace,wallaceecomod
WallomicsData,sebdejean
wally,paulowhite
walmartAPI,emilhvitfeldt
walrus,jamovi
WaMaSim,scheidan
wand,hrbrmstr
warabandi,harry-maan
warbleR,marce10
WARN,tsutatsuta
warp,davisvaughan
warpMix,cran
washdata,katilingban
washeR,cran
washex,rwrandles
washi,wa-department-of-agriculture
WASP,zejiang-unsw
waspasR,flavio-barbara
waspr,joliencremers
waterData,kryberg-usgs
waterfall,k3jph
waterfalls,hughparsonage
wateRinfo,ropensci
wateRmelon,bioc
waterquality,rajohansen
Watersheds,arturotorres
waterYearType,cran
Wats,ouhscbbmc
watson,cran
wav,mlverse
wavClusteR,bioc
waveband,cran
waved,michaelstats
wavefunction,cran
WaveletANN,ranjitstat
WaveletArima,ranjitstat
WaveletComp,ayrangi
WaveletETS,yeasinstat
WaveletGARCH,ranjitstat
WaveletGBM,ranjitstat
WaveletKNN,yeasinstat
WaveletLSTM,yeasinstat
WaveletML,sandipgarai
WaveletMLbestFL,sandipgarai
WaveletRF,ranjitstat
wavelets,ealdrich
WaveletSVR,ranjitstat
wavemulcor,cran
waver,pmarchand1
WaverideR,stratigraphy
WaverR,cran
waves,gorelab
WaveSampling,rjauslin
waveslim,bjw34032
wavethresh,cran
wavScalogram,cran
waydown,pabrod
waywiser,ropensci
wbacon,tobiasschoch
wbs,cran
wbsd,cran
wbstats,gshs-ornl
wbsts,kakoko1984
wcde,guyabel
WCE,cran
wcep,sarah-0k
WCluster,cran
WCM,ujjwal4culs
Wcompo,lmaowsic
wCorr,american-institutes-for-research
wcox,vharntzen
WDI,vincentarelbundock
wdm,tnagler
wdman,ropensci
wdnet,yelie-yuan
wdnr.gis,cran
wdpar,prioritizr
weaana,byzheng
weakARMA,cran
wearables,cran
weathercan,ropensci
weatherindices,akstat21
weathermetrics,geanders
weaver,bioc
WebAnalytics,gregfrog
webbioc,bioc
webchem,ropensci
webdeveloper,tconwell
webdriver,rstudio
webexercises,psyteachr
webfakes,r-lib
WebGestaltR,bzhanglab
webglobe,r-barnes
webmockr,ropensci
webmorphR,debruine
webp,jeroen
WebPower,johnnyzhz
webr,cardiomoon
webreadr,ironholds
webSDM,giopogg
websearchr,fschaffner
webshot,wch
webshot2,rstudio
websocket,rstudio
webtrackR,schochastics
webuse,leeper
webutils,jeroen
wec,rensenieuwenhuis
weed,rammkripa
WEGE,harithmorgadinho
wehoop,sportsdataverse
WeibullFit,thiagomini
weibullness,appliedstat
WeibullR,jto888
WeibullR.ALT,jto888
WeibullR.learnr,paulgovan
WeibullR.plotly,paulgovan
WeibullR.shiny,paulgovan
weibulltools,tim-tu
Weighted.Desc.Stat,cran
weightedCL,cran
WeightedCluster,matthias-studer
WeightedEnsemble,yeasinstat
weightedGCM,cran
WeightedPortTest,tjfisher19
weightedRank,cran
WeightedROC,tdhock
weightedScores,cran
weightedZdiff,fillatim
WeightIt,ngreifer
weightQuant,vivianephilipps
weightr,cran
weights,jmping
WeightSVM,zjph602xtc
weirs,wasquith
weitrix,bioc
welchADF,cran
welo,cran
WeMix,american-institutes-for-research
wesanderson,karthik
wevid,mcol
weyl,robinhankin
wfe,insongkim
wfg,cran
wfindr,idmn
wflo,cran
wgaim,drj001
WGCNA,plangfelder
wgeesel,cran
WGScan,cran
WgtEff,joshlmiller1978
WH,guillaumebiessy
WhatIf,iqss
WhatsR,cran
wheatmap,zwdzwd
whereami,yonicd
whereport,gvdr
whippr,fmmattioni
whisker,edwindj
whitebox,opengeos
whitechapelR,bmewing
whitening,cran
whitestrap,jlopezper
WhiteStripe,muschellij2
whitewater,joshualerickson
whoa,eriqande
whoami,r-lib
whomds,lindsayevanslee
whSample,km4ivi
wiad,bnasr
widals,davezes
widgetframe,bhaskarvk
widgetTools,bioc
widyr,juliasilge
WienR,raphaelhartmann
wiesbaden,sumtxt
wig,ramiromagno
wiggleplotr,bioc
wikibooks,cran
WikidataQueryServiceR,wikimedia
WikidataR,ts404
wikifacts,keithmcnulty
wikilake,jsta
WikipediaR,cran
wikipediatrend,petermeissner
WikipediR,ironholds
wikitaxa,ropensci
wikiTools,modesto-escobar
wilcoxmed,dkzk96
wildcard,wlandau
wildlifeDI,jedalong
wildmeta,meghapsimatrix
wildpoker,cran
wildrwolf,s3alfisc
wildviz,bradraff
wilson,loosolab
winch,r-prof
windAC,cran
WindCurves,neerajdhanraj
windex,kevinarbuckle
windsoraiR,windsor-ai
wINEQ,sebastianwojcik86
winfapReader,ilapros
WinRatio,cran
WINS,cuiyingbeicheng
wiqid,mikemeredith
wISAM,rcorty
withdots,nikkrieger
withr,r-lib
wk,paleolimbot
wkb,ianmcook
wkNNMI,sebastiandaberdaku
wktmo,leoly2017
wkutils,paleolimbot
WLogit,clavie3009
WLreg,marvels2031
wmm,wfrierson
wmwpow,cran
WMWssp,happma
wnl,cran
wNNSel,shahlafaisal
wnominate,jeffreyblewis
wodds,alexhallam
woe,cran
woeBinning,cran
womblR,berchuck
WoodburyMatrix,mbertolacci
woodendesc,turtletopia
WoodSimulatR,cran
woodValuationDE,forest-economics-goettingen
wooldridge,justinmshea
worcs,cjvanlissa
word.alignment,cran
word2vec,bnosac
wordcloud,ifellows
wordcloud2,lchiffon
wordler,davidasmith
wordnet,cran
WordOfMouth,cran
wordpiece,macmillancontentscience
wordpiece.data,macmillancontentscience
WordPools,friendly
wordpredictor,pakjiddat
WordR,tomashovorka
words,condwanaland
wordsalad,emilhvitfeldt
wordspace,r-forge
workboots,markjrieke
workflowr,workflowr
workflows,tidymodels
workflowsets,tidymodels
workloopR,ropensci
WorldFlora,cran
worldfootballR,jaseziv
worldmet,davidcarslaw
worldriskpollr,david-hammond
WormTensor,rikenbit
worrms,ropensci
worrrd,anthonypileggi
wosr,crew102
WOTPLY,gabrielelubatti
wowa,cran
woylier,zolabat
wpa,microsoft
WPC,cran
wPerm,cran
WPKDE,cran
wpm,helbor
wpp2008,hanase
wpp2010,hanase
wpp2012,hanase
wpp2015,hanase
wpp2017,hanase
wpp2019,hanase
wppExplorer,hanase
wppi,agalhoz
wql,jsta
wqs,cran
wqspt,cran
WR,lmaowsic
wrangle,bergsmat
wrappedtools,abusjahn
wrappr,cran
wrapr,winvector
wrassp,ips-lmu
Wrench,hcbravolab
WrensBookshelf,buveges
wrGraph,wraff
WRI,cran
WrightMap,david-ti
write.snns,mcasl
writexl,ropensci
WriteXLS,marcschwartz
wrMisc,wraff
wrProteo,wraff
WRS2,r-forge
WRSS,rarabzadeh
wrswoR,krlmlr
WRTDStidal,fawda123
wrTopDownFrag,wraff
wru,kosukeimai
wsbackfit,cran
WSGeometry,f-heinemann
wsjplot,slee981
wskm,cran
wsprv,statliang89
wsrf,simonyansenzhao
wsyn,reumandc
wtest,anotherruisun
wTO,cran
WtTopsis,zhengyu888
WufooR,dmpe
wux,thm15
wv,smac-group
WVPlots,winvector
WWGbook,cran
wwntests,cran
WWR,marvels2031
wyz.code.metaTesting,neonira
wyz.code.offensiveProgramming,neonira
wyz.code.rdoc,neonira
wyz.code.testthat,neonira
x.ent,win-stub
x12,statistikat
x13binary,x13org
x3ptools,heike
xadmix,cran
xaringan,yihui
xaringanExtra,gadenbuie
xaringanthemer,gadenbuie
xbreed,hadigenetic
XBRL,cran
xcms,sneumann
xcore,bioc
xdcclarge,keeeeei0315
XDE,bioc
xefun,shichenxie
xergm.common,leifeld
xesreadR,gertjanssenswillen
Xeva,bhklab
xfun,yihui
xgb2sql,chengjunhou
xgboost,trivialfis
xgxr,novartis
xhaz,cran
XICOR,spholmes
XiMpLe,rkward-community
XINA,bioc
xkcd,emiliotorres
xkcdcolors,tslumley
XKCDdata,cran
XLConnect,miraisolutions
xlcutter,bisaloo
xlink,qiuanzhu
xLLiM,epertham
XLS,sametsoekel
xlsx,colearendt
xlsx2dfs,gwangjinkim
xlsxjars,colearendt
xlutils3,cran
xmapbridge,bioc
xmeta,penncil
XML,cran
xml2,r-lib
XML2R,cpsievert
xml2relational,jsugarelli
xmlconvert,jsugarelli
xmlparsedata,r-lib
xmlr,alipsa
xmlrpc2,fl0sch
xmpdf,trevorld
xmrr,zanidean
XNAString,bioc
xnet,centerforstatistics-ugent
XNomial,wrengels
xoi,kbroman
xopen,r-lib
xpectr,ludvigolsen
xplain,jsugarelli
xplorerr,rsquaredacademy
Xplortext,cran
xportr,atorus-research
xpose,uupharmacometrics
xpose.nlmixr2,kestrel99
xpose4,uupharmacometrics
xQTLbiolinks,dingruofan
XR,cran
xray,sicarul
xrf,holub008
xRing,filipecampelo
XRJulia,cran
xrnet,uscbiostats
xROI,bnasr
XRPython,cran
XRSCC,cran
xslt,ropensci
xsp,cran
xSub,zhukovyuri
xtable,r-forge
xtal,quinsun
xtensor,sylvaincorlay
xtermStyle,backlin
xtranat,fdepaolis
xts,joshuaulrich
xtune,jingxuanh
xutils,fangzhou-xie
xVA,xvacode
XVector,bioconductor
xwf,willemvandenboom
xxIRT,xluo11
yacca,cran
yaConsensus,stefanomp
yager,statcompute
yahoofinancer,rsquaredacademy
yaImpute,jeffreyevans
YaleToolkit,jayemerson
yaml,vubiostat
yamlet,bergsmat
yamlme,kamapu
yamss,hansenlab
YAPSA,bioc
yardstick,tidymodels
yarn,bioc
yarr,fdavidcl
yarrr,ndphillips
yasp,t-kalinowski
yatah,abichat
YatesAlgo.FactorialExp.SR,roy-sr-007
ycevo,bonsook
yesno,poissonconsulting
yfR,ropensci
yhat,cran
yhatr,yhat
YieldCurve,cran
yll,antoinesoetewey
ymd,shrektan
ymlthis,r-lib
ympes,timtaylor
yorkr,tvganesh
youngSwimmers,nim-ach
YPBP,fndemarqui
YPInterimTesting,pakdaewo
YPmodel,junlongsun
YPmodelPhreg,daewoopak
YPPE,fndemarqui
ypr,poissonconsulting
ypssc,shashankkumbhare
YRmisc,peteryinr
yuima,yuimaproject
