package,registry,owner
spaceNet,cran,silviadangelo
SpacePAC,bioc,
spacesRGB,cran,glenndavis52
spacesXYZ,cran,glenndavis52
SpaceTimeBSS,cran,
SPADAR,cran,algolkm
SpadeR,cran,
spam,cran,reinhardfurrer
spam64,cran,reinhardfurrer
spaMM,cran,f-rousset
spamtree,cran,mkln
Spaniel,bioc,
sparcl,cran,
sparkhail,cran,
sparktf,cran,
sparkxgb,cran,yitao-li
SPARRAfairness,cran,jamesliley
sparseBC,cran,
SparseDC,cran,
sparseDFM,cran,
sparseDOSSA,bioc,
sparseFLMM,cran,
SparseFunClust,cran,wleoncio
sparseGAM,cran,
SparseGrid,cran,
SparseLPM,cran,riccardorastelli
SparseM,cran,rudjer
sparseMatEst,cran,
SparseMDC,cran,
sparsenet,cran,trevorhastie
sparsenetgls,bioc,
sparsereg,cran,ratkovic
sparseSEM,cran,
sparsesvd,cran,schtepf
SparseTSCGM,cran,
spass,cran,
spate,cran,
SpatEntropy,cran,
SPAtest,cran,
spathial,cran,
spatial,cran,
SpatialAcc,cran,kalogirous
SpatialBSS,cran,
spatialCovariance,cran,
SpatialCPie,bioc,
spatialfusion,cran,
SpatialGEV,cran,
SpatialKWD,cran,stegua
SpatialML,cran,kalogirous
SpatialNP,cran,klauschn
SpatialOmicsOverlay,bioc,
SpatialPack,cran,faosorios
SpatialPOP,cran,
SpatialRegimes,cran,fvidoli
SpatialVS,cran,yili-hong
SpatialVx,cran,ericgilleland
SpATS,cran,coterodriguez
spatstat.gui,cran,baddstats
spatsurv,cran,bentaylor1
spatzie,bioc,
SPB,cran,
spBayes,cran,finleya
spBayesSurv,cran,
spc,cran,knoths
spc4sts,cran,
spcadjust,cran,agandy
SPCALDA,cran,
SPCAvRP,cran,milanagataric
SPCDAnalyze,cran,
spcosa,cran,
spcov,cran,jacobbien
spcr,cran,
spd,cran,alexiosg
spdownscale,cran,
spearmanCI,cran,mmbbcarvalho
SpecDetec,cran,lguzai
SPECIES,cran,jipingw
SPECK,cran,
speckle,bioc,
SpeCond,bioc,
SpecsVerification,cran,sieste
spectral,cran,seil85
spectralAnalysis,cran,ablommaert
SpectralClMixed,cran,
spectralGP,cran,
SpectralMap,cran,terrytwu
spectre,cran,csim063
spectrino,cran,
SPEDInstabR,cran,
speedglm,cran,
speedycode,cran,jwharris11
spellcheckr,cran,selva86
SPEM,bioc,
sperich,cran,langema
spfa,cran,yliu87
spFW,cran,xingcheg
spGARCH,cran,
spgs,cran,
SphereOptimize,cran,
spherepc,cran,jongminlee-stat
SphericalCubature,cran,jpnolan
SphericalK,cran,liao-iu
SPIA,bioc,
SPIAssay,cran,
spidR,cran,
SPIGA,cran,
spikeLI,bioc,
spikes,cran,
spikeslab,cran,kogalur
Spillover,cran,
SPINA,cran,jwdietrich21
spinner,cran,
spinyReg,cran,jchiquet
spkTools,bioc,
splineTimeR,bioc,
Splinets,cran,
SPlit,cran,
splitFeas,cran,echi
SplitSoftening,cran,jkb-d
splm,cran,
splmm,cran,lyang19
splots,bioc,
spls,cran,valentint
splutil,cran,sykdomspulsen
spm,cran,jinli22
spm2,cran,jinli22
spMC,cran,drwolf85
SPmlficmcm,cran,molimak77
spmoran,cran,dmuraka
spnaf,cran,
spnet,cran,
SpNMF,cran,
spNNGP,cran,finleya
SPONGE,bioc,
spongebob,cran,jayqi
spooky,cran,
SPORTSCausal,cran,
SportsTour,cran,
SPOT,cran,bartzbeielstein
spotidy,cran,
SPOTMisc,cran,bartzbeielstein
SpotSampling,cran,
SPOUSE,cran,
SPPcomb,cran,
SpPOP,cran,
SPREDA,cran,yili-hong
SPreg,cran,
springpheno,cran,amwootte
spselect,cran,
spsh,cran,tkdweber
spsi,cran,
SPSL,cran,
spt,cran,
spTDyn,cran,ksbakar
SpTe2M,cran,
spTimer,cran,ksbakar
sptm,cran,youyifong
spuRs,cran,
SQI,cran,owaisaliwani30
SQL,cran,
sqlHelpers,cran,tconwell
sqlparseR,cran,agrosimi
SQMtools,cran,
SQN,cran,martinaryee
SQRL,cran,
SQUADD,bioc,
squant,cran,
SQUAREM,cran,rvaradhan
squeezy,cran,mirrelijn
srcr,cran,
SRCS,cran,
sregsurvey,cran,
srnadiff,bioc,
srp,cran,
SRS,cran,lukasbeule
SRTsim,cran,
ssaBSS,cran,
ssanv,cran,
sscor,cran,
sscore,bioc,
sscu,bioc,
ssddata,cran,beckyfisher
SSDforR,cran,
sSDR,cran,zjubioly
sSeq,bioc,
ssev,cran,mkaptein
ssfa,cran,
ssfit,cran,christianak
SSGL,cran,
ssgraph,cran,rezamoammadi
SSHAARP,cran,
Sshaped,cran,ychen101
ssize,bioc,
ssize.fdr,cran,
ssizeRNA,cran,
SSLASSO,cran,gemoran
SSLR,cran,
ssMRCD,cran,
ssmrob,cran,
SSN,cran,
ssPATHS,bioc,
SSplots,cran,eldho1983
sspse,cran,handcock
SSRA,cran,
SSrat,cran,hanslandsheer
ssrch,bioc,vjcitn
ssrm.logmer,cran,
SSRMST,cran,mikihoriguchi
sssc,cran,lethargy608
SSsimple,cran,davezes
Sstack,cran,klmatlock
ssviz,bioc,
ssym,cran,
st,cran,
sta,cran,
stabiliser,cran,
stabilo,cran,josemaga
stableGR,cran,knudson1
stablelearner,cran,zeileis
stabreg,cran,
StackImpute,cran,mkleinsa
stacomiR,cran,
stacomirtools,cran,
stageR,bioc,
staggered,cran,pedrohcgs
StakeholderAnalysis,cran,
STAND,cran,
StanHeaders,cran,
staRank,bioc,
STAREG,cran,
stargazer,cran,marekhlavac
starm,cran,
STARTdesign,cran,haoluns
startR,cran,anchiho
startupmsg,cran,peterruckdeschel
STAT,cran,kartikeyabolar
STAT2,cran,kartikeyabolar
statcheck,cran,
statcomp,cran,
StatDA,cran,filzmoserp
StatDataML,cran,
STATegRa,bioc,
statgenMPP,cran,bartjanvanrossum
statgenQTLxT,cran,bartjanvanrossum
statGraph,cran,andrefujita
Statial,bioc,
stationery,cran,pauljohn32
StatMatch,cran,
statmod,cran,gksmyth
statnetWeb,cran,martinamorris
StatPerMeCo,cran,ctruciosm
statprograms,cran,
StatRank,cran,hosseinazari
stats4teaching,cran,estebancabello
Statsomat,cran,reyar
statTarget,bioc,
STB,cran,
stcov,cran,bnaul
stddiff,cran,marsdu1989
stdReg,cran,arvsjo
steadyICA,cran,
steepness,cran,dleivaur79
SteinIV,cran,
stellaR,cran,mattdell71
StempCens,cran,
StepBeta,cran,sergiogarofalo
stepgbm,cran,jinli22
StepGWR,cran,
stepjglm,cran,lealvespe
stepNorm,bioc,
stepPenal,cran,veleni
stepPlr,cran,
stepR,cran,florianpein
steprf,cran,jinli22
StepSignalMargiLike,cran,dorminiakao
StepwiseTest,cran,kendrov
StereoMorph,cran,aaronolsen
STFTS,cran,cspun
STGS,cran,budhlakotin
STI,cran,
stilt,cran,
stima,cran,elisedus
stinepack,cran,tomasjohannesson
stlARIMA,cran,ronit10976
stlELM,cran,
stlTDNN,cran,
stmCorrViz,cran,
stmgp,cran,uekim
stocc,cran,dsjohnson
StochBlock,cran,
stockAnalyst,cran,maheshpkumar
stockR,cran,
stoichcalc,cran,peterreichert
STOPES,cran,capanum
stopp,cran,nicolettadangelo
stoppingrule,cran,
Storm,cran,allenday
stosim,cran,jto888
STPGA,cran,denizakdemir
stpm,cran,
stpp,cran,
str2str,cran,ddisab01
StrainRanking,cran,
stratamatch,cran,raikens1
stratbr,cran,jambrito
Strategy,cran,quantsch
StrathE2E2,cran,mrheath
stratification,cran,
StratifiedBalancing,cran,
stratifyR,cran,
StratigrapheR,cran,sewouter
stratvns,cran,jambrito
strawr,cran,nchernia
STREAK,cran,
Streamer,bioc,
streamR,cran,pablobarbera
StressStrength,cran,
stringb,cran,petermeissner
STRINGdb,bioc,
stringformattr,cran,
stripless,cran,
STROMA4,bioc,
strucchange,cran,zeileis
struct,bioc,
StructFDR,cran,
structree,cran,jmober
StructuralVariantAnnotation,bioc,
stuart,cran,martscht
studyStrap,cran,gloewing
SubCellBarCode,bioc,
subcopem2D,cran,
SubCultCon,cran,
subdetect,cran,sth1402
subgroup,cran,
submax,cran,
SubpathwayLNCE,cran,shixinrui
subrank,cran,jeromepcollet
subsamp,cran,
subscore,cran,daiscode
subscreen,cran,bodokirsch
subselect,cran,
subspace,cran,
subtee,cran,nicoballarini
SubTite,cran,
SubTS,cran,michaelg-1
SubVis,cran,sabarlowe
sudoku,cran,
sudokuAlt,cran,billvenables
SuessR,cran,
sumFREGAT,cran,
SummaryLasso,cran,thstat22
Summix,bioc,
Sunclarco,cran,
SunsVoc,cran,
supcluster,cran,
superbiclust,cran,
supercompress,cran,
superdiag,cran,lbaole17
SuperGauss,cran,mlysy
SuperRanker,cran,ekstroem
SuppDists,cran,
support.BWS,cran,
support.BWS2,cran,
support.BWS3,cran,
support.CEs,cran,
sur,cran,daphnaharel
SuRF.vs,cran,tjk23
surface,cran,tingram
surfaltr,bioc,
Surrogate,cran,wimvde001
SurrogateOutcome,cran,laylaparast
SurrogateTest,cran,laylaparast
surrosurvROC,cran,yunrochung
suRtex,cran,mtnman38
surv2sampleComp,cran,mikihoriguchi
survAH,cran,mikihoriguchi
survAWKMT2,cran,mikihoriguchi
survC1,cran,
survcomp,bioc,bhaibeka
SurvCorr,cran,georgheinze
survCurve,cran,
SurvDisc,cran,johnlawrence1
survexp.fr,cran,
survey,cran,tslumley
surveyoutliers,cran,
SurvHiDim,cran,atanubhattacharjee
survIDINRI,cran,
survival666,cran,
survivalAnalysis,cran,
survivalMPL,cran,dlc48
survivalROC,cran,paramita-sc
survivalSL,cran,
survJamda.data,cran,
SurvLong,cran,sth1402
survout,cran,
survPresmooth,cran,
SurvRegCensCov,cran,stanislashubeaux
survRM2,cran,
survRM2adapt,cran,mikihoriguchi
survRM2perm,cran,mikihoriguchi
survsim,cran,dmorinya
survSNP,cran,dcibioinformatics
SurvTrunc,cran,
survtype,bioc,
sva,bioc,
SVDNF,cran,louiszam
svgtools,cran,
svgViewR,cran,aaronolsen
svIDE,cran,phgrosjean
SVMMaj,cran,hoksanyip
svmpath,cran,trevorhastie
SVN,cran,damienchallet
svplots,cran,
svrpath,cran,09dohkim
svs,cran,kplevoet
svTools,cran,phgrosjean
svWidgets,cran,phgrosjean
svydiags,cran,
swa,cran,
swamp,cran,lau-mel
SwathXtend,bioc,
swCRTdesign,cran,jphughes9
swdft,cran,leerichardson
swdpwr,cran,jiachenchen322
swgee,cran,
swimplot,cran,jessicaweiss
swirl,cran,seankross
swirlify,cran,seankross
SwissAir,cran,
switchBox,bioc,
switchSelection,cran,bogdanpotanin
sylcount,cran,wrathematics
sym.arma,cran,
symbolicDA,cran,a-dudek-ue
SymbolicDeterminants,cran,githubwilly
symmetry,cran,
symmoments,cran,
symphony,cran,joycekang
SymTS,cran,michaelg-1
synapsis,bioc,
synchronicity,cran,
SynchWave,cran,dkimstatlab
SyncMove,cran,
SyncRNG,cran,gjjvdburg
synergyfinder,bioc,
SynExtend,bioc,
synlet,bioc,
synMicrodata,cran,
Synth,cran,jankee2022
SynthTools,cran,charlotteloobyrti
SyScSelection,cran,
sysid,cran,syerramilli
SystemicR,cran,jbhasse
systemPipeTools,bioc,
T2EQ,cran,
T2Qv,cran,wilsonrp
Taba,cran,
tablaxlsx,cran,jesusmro
Table1Heatmap,cran,pcscp
table1xls,cran,
tableeasy,cran,xixi-code
TableHC,cran,
tableMatrix,cran,
TableMonster,cran,izmirlig
TableToLongForm,cran,joh024
taboolaR,cran,pablosanmar
tabulog,cran,austinrwarner
TAG,cran,llin716
TailClassifier,cran,
tailDepFun,cran,
tailTransform,cran,
TANDEM,cran,nanne-aben
TangPoemR,cran,chersophyte
tapkee,cran,ashipunov
TAQMNGR,cran,cipollinifabrizio-01
TAR,cran,hanwengutierrez
TargetScore,bioc,
Tariff,cran,richardli
TAShiny,cran,kartikeyabolar
tashu,cran,zeee1
tau,cran,
TaxicabCA,cran,jacquesallard
Taxonstand,cran,luiscayuela
TBEST,cran,gsun2018
TBFmultinomial,cran,rachelhey
TCC,bioc,
TCGAretriever,cran,dami82
TCIU,cran,qjoshua
tcl,cran,
tcplfit2,cran,brown-jason
TCseq,bioc,
TDA,cran,jisuk1
tdata,cran,rmojab63
TDAvec,cran,
TDboost,cran,archer-yang-lab
tdcmStan,cran,jeffreychoover
TDCor,cran,lucasmikael
TDPanalysis,cran,mxdurand
tdROC,cran,
tdsc,cran,
TE,cran,xdaiisu
tea,cran,
TeachHist,cran,carstenlange
TeachingDemos,cran,glsnow
TeachNet,cran,
TEAM,cran,jbp7
teda,cran,
teigen,cran,its-likeli-jeff
Tejapi,cran,tejapi
TELP,cran,
TemporalGSSA,cran,
tempR,cran,jcc9
tensor,cran,
tensorA,cran,
tensorBF,cran,suleimank
tensorBSS,cran,jmvirta
TensorClustering,cran,
TensorComplete,cran,
tensorFun,cran,zerokgkg201805291
tensorregress,cran,jhu267
tensorsparse,cran,yzeng58
tenXplore,bioc,vjcitn
TEQC,bioc,
TEQR,cran,
tergmLite,cran,smjenness
terminaldigits,cran,
ternarynet,bioc,
ternvis,cran,
TesiproV,cran,konne55
test2norm,cran,au-uscd
testarguments,cran,mattsainsburydale
testCompareR,cran,kylewilson01
TestCor,cran,
testcorr,cran,vidalla
TestDataImputation,cran,daiscode
TestDimorph,cran,
testforDEP,cran,daviden1013
TestGardener,cran,jamesramsay5
TestingSimilarity,cran,kathrinmoellenhoff
TestScorer,cran,manel01
testtwice,cran,
tetraclasse,cran,vincentguyader
tetragon,cran,
tetrascatt,cran,jdgonzalezwork
Tex4exams,cran,
TExPosition,cran,
textBoxPlacement,cran,barryzee
textcat,cran,
texteffect,cran,
textile,cran,
textometry,cran,mdecorde
textreg,cran,
textTools,cran,tconwell
TFARM,bioc,
tfCox,cran,wujiacheng
tfdeploy,cran,dfalbel
TFEA.ChIP,bioc,
tfer,cran,jmcurran
TFHAZ,bioc,
tfio,cran,terrytangyuan
TFisher,cran,wpihongzhang
TFunHDDC,cran,popescuc71
TFutils,bioc,vjcitn
tgcd,cran,pengjunucas
tgp,cran,rbgramacy
tgram,cran,
TH.data,cran,thothorn
TheOpenAIR,cran,umatter
ThermIndex,cran,chicozo1989
thermocouple,cran,
TheSFACE,cran,amitsasson
thgenetics,cran,
ThomasJeffersonUniv,cran,tingtingzhan
ThreeGroups,cran,
ThreeWay,cran,
threewords,cran,
threg,cran,
thregI,cran,
Thresher,cran,
ThresholdROC,cran,
ThresholdROCsurvival,cran,
TideHarmonics,cran,
tidyEdSurvey,cran,blue-webb
tidysynth,cran,
tidytidbits,cran,
tightClust,cran,
tiktokadsR,cran,pablosanmar
tilingArray,bioc,
tilting,cran,haeran-cho
timecourse,bioc,
timeDate,cran,
timedelay,cran,hyungsuktak
timedeppar,cran,peterreichert
timeLineGraphics,cran,barryzee
timeROC,cran,paulowhite
timescape,bioc,
timeSeq,cran,fangaohz
timeSeries,cran,
timetools,cran,vald
TimeVarConcurrentModel,cran,cvandergeugten
TimeVTree,cran,
timsac,cran,
TIN,bioc,
Tinflex,cran,jleydold
tinyProject,cran,francoisguillem
TipDatingBeast,cran,ckhatchikian
TiPS,cran,gonchedanesh
tipsae,cran,
tis,cran,
TissueEnrich,bioc,
titeIR,cran,lsubioscomputing
tkImgR,cran,filipecampelo
tkrplot,cran,ltierney
tkRplotR,cran,filipecampelo
tkWidgets,bioc,
tLagInterim,cran,sth1402
tLagPropOdds,cran,sth1402
Tlasso,cran,
tldr,cran,
tlm,cran,jobago
TLMoments,cran,jlilienthal
tlrmvnmvt,cran,
tm.plugin.dc,cran,theussl
tm.plugin.mail,cran,
tmcn,cran,
TMDb,cran,andreacapozio
TMixClust,bioc,
tmle,cran,
tmplate,cran,
tmpm,cran,
tmvmixnorm,cran,
tmvnsim,cran,
tmvtnsim,cran,kaifenglu
TNBC.CMS,bioc,
TNC,cran,
tnet,cran,toreopsahl
TNRS,cran,bmaitner
TOHM,cran,salgeri
tomoseqr,bioc,
ToolsForCoDa,cran,jangraffelman
topGO,bioc,
topicmodels,cran,
topicmodels.etm,cran,jwijffels
TopicScore,cran,minzhew
topologyGSA,cran,
toprdata,cran,totajuliusd
topsis,cran,mahmoudmy
TopSisWM,cran,
torchaudio,cran,skeydan
torchvisionlib,cran,dfalbel
TORDs,cran,
TOSTER,cran,arcaldwell49
TotalCopheneticIndex,cran,ms609
TOU,cran,
ToxCrit,cran,
ToxicoGx,bioc,bhaibeka
TP.idm,cran,
tpAUC,cran,
TPCselect,cran,cynyus
TPD,cran,carlosp-carmona
TPEA,cran,
TPES,cran,l0ka
tpfp,cran,tsunodaissei
tpn,cran,
TPP,bioc,
TPP2D,bioc,
tpr,cran,jun-yan
TraceAssist,cran,
tracheideR,cran,filipecampelo
TrackReconstruction,cran,brianbattaile
tracktables,bioc,
traineR,cran,
TraitStats,cran,niteshgpb
TrajectoryGeometry,bioc,
TraMineR,cran,traminer
TraMineRextras,cran,traminer
transcribeR,cran,
transcriptR,bioc,
Transform,cran,osmandag
transformmos,cran,babaknaderi
transfR,cran,
transite,bioc,
translate.logit,cran,
tRanslatome,bioc,
transmdl,cran,
TransModel,cran,jierazhou
transomics2cytoscape,bioc,
transport,cran,
TransTGGM,cran,
TransView,bioc,
traseR,bioc,
Tratamentos.ad,cran,
traviz,bioc,
trawl,cran,almutveraart
TRD,cran,
tree,cran,
TreeAndLeaf,bioc,
treebalance,cran,
treeClust,cran,buttrey
TreeDep,cran,garciadejalon
treediff,cran,
TreeDimensionTest,cran,joemsong
treeducken,cran,
treekoR,bioc,
treemap,cran,mtennekes
TreeSim,cran,tanja819
TreeSimGM,cran,ohagen
treestructure,cran,emvolz
TreeSummarizedExperiment,bioc,
trend,cran,
TrendInTrend,cran,
trendsegmentR,cran,hmaeng
TrendSLR,cran,
TrendTM,cran,emilielebarbier74
TRESS,bioc,
TRexSelector,cran,jasinmachkour
triact,cran,agrosimi
TriadSim,cran,
TrialSize,cran,wuqian77
triangulation,cran,
trigger,bioc,
trimcluster,cran,valentint
trinROC,cran,
trio,bioc,holgerschw
TrioSGL,cran,
tripack,cran,
TripleR,cran,nicebread
triplex,bioc,
TRMF,cran,
tRnslate,cran,
tropAlgebra,cran,
trotter,cran,ram6ler
TrumpetPlots,cran,
truncdist,cran,
truncSP,cran,
trust,cran,cjgeyer
TSA,cran,
tsallisqexp,cran,
TSANN,cran,yeasinstat
tsapp,cran,rainers48
tsBSS,cran,
TSCAN,bioc,
TSCS,cran,
tsdecomp,cran,
TSdeeplearning,cran,ronit10976
tsdisagg2,cran,jvieira13
TSdisaggregation,cran,mosleyl
TSdist,cran,
TSDT,cran,dentonbriandavid
TSE,cran,joshlmiller1978
TSEind,cran,joshlmiller1978
TSEntropies,cran,jiritomcala
tseries,cran,
tseriesChaos,cran,antoniofabio
TSeriesMMA,cran,vishakhpk
tseriesTARMA,cran,sgiannerini
TSEtools,cran,asaeb1480
TSEwgt,cran,joshlmiller1978
TSF,cran,ranjitstat
tsfngm,cran,
TSGSIS,cran,
TSHRC,cran,cjgeyer
tsiR,cran,adbecker
TSLSTM,cran,ranjitstat
TSMN,cran,
tsModel,cran,
TSMSN,cran,
tsoutliers,cran,
tsrobprep,cran,
TSS.RESTREND,cran,ardenb
tssim,cran,danielollech
TSsmoothing,cran,leticiaram
TSSS,cran,
TSSVM,cran,
TSTutorial,cran,
TSVC,cran,jmober
tswge,cran,bsnatr
TT,cran,zielaskowski
TTAinterfaceTrendAnalysis,cran,devrekerd
ttbary,cran,
TTCA,cran,
ttcg,cran,hckiang
ttgsea,bioc,
tth,cran,
TTMap,bioc,
tTOlr,cran,jhmaindonald
TTS,cran,1802515849
ttScreening,cran,
tttplot,cran,amartinunal
ttutils,cran,
TukeyRegion,cran,pavlomozharovskyi
tukeytrend,cran,
TULIP,cran,yuqingxx
TunePareto,cran,hkestler
tuneR,cran,
tuple,cran,statlaw
turboEM,cran,rvaradhan
TurboNorm,bioc,
Tushare,cran,
TUWmodel,cran,
tvem,cran,dziakj1
tvgarch,cran,
tvgeom,cran,
tvmComp,cran,maheshpkumar
TVMM,cran,henriqueest
twangMediation,cran,danielmc1603
twangRDC,cran,mattcefalu
tweeDEseq,bioc,
tweetcheck,cran,
twilight,bioc,
twinning,cran,
twitteradsR,cran,pablosanmar
twl,cran,
TwoArmSurvSim,cran,
twopartm,cran,
twopexp,cran,atchanut
TwoPhaseInd,cran,
TwoSampleTest.HD,cran,
twostageTE,cran,
TwoStepCLogit,cran,
twowaytests,cran,osmandag
txcutr,bioc,
TypeInfo,bioc,
UBCRM,cran,
uCAREChemSuiteCLI,cran,
uclust,cran,
UComp,cran,djpedregal
UdderQuarterInfectionData,cran,lduchate
ufRisk,cran,
ugatsdb,cran,sebkrantz
ugomquantreg,cran,jmazucheli
uHMM,cran,
ui,cran,minnage
UKFE,cran,agqhammond
Ularcirc,bioc,
Ultimixt,cran,
Umatrix,cran,
umbridge,cran,linusseelinger
Umoments,cran,innager
ump,cran,cjgeyer
Umpire,cran,
UMR,cran,
unbalhaar,cran,
UncDecomp,cran,kim-seonghyeon
uncertainty,cran,
UNCLES,cran,baselabujamous
understandBPMN,cran,gertjanssenswillen
UNDO,bioc,
uni.survival.tree,cran,
uniah,cran,yunrochung
Unicode,cran,
unifDAG,cran,
unifed,cran,
UnifiedDoseFinding,cran,
unifiedWMWqPCR,bioc,jofam
Uniquorn,bioc,
uniReg,cran,
unitedR,cran,
UnitStat,cran,ankita8985
unival,cran,
univOutl,cran,
UnivRNG,cran,bernice0321
UNPaC,cran,
unsystation,cran,haeran-cho
uotm,cran,heming0425
UPCM,cran,schaubert
UPG,cran,
UPMASK,cran,algolkm
uptasticsearch,cran,jameslamb
urca,cran,bpfaff
us.census.geoheader,cran,greg-minshall
uscoauditlog,cran,pakabuka
UsingR,cran,
uskewFactors,cran,
uSORT,bioc,
USP,cran,
UStatBookABSC,cran,ansuchatterjee
utility,cran,peterreichert
UtilityFrailtyPH12,cran,
utilityFunctionTools,cran,sebastianoschneider
utr.annotation,cran,yating-l
uwedragon,cran,
UWHAM,cran,
vader,cran,krgitcode
vaersNDvax,cran,iembry
vaersvax,cran,iembry
VAExprs,bioc,
vagam,cran,
valection,cran,
VALERIE,cran,
validateIt,cran,
validateRS,cran,f-coppens
VALIDICLUST,cran,
valmetrics,cran,kriper0217
valorate,cran,vtrevino
valse,cran,
VAM,cran,
vamc,cran,my-jiang
vampyr,cran,
vandalico,cran,ajimenezvalverde
VanillaICE,bioc,
vannstats,cran,
vanquish,cran,lethargy608
VAR.etp,cran,jh8080
varbin,cran,safai
varbvs,cran,pcarbo
VarCon,bioc,
VARDetect,cran,
VarED,cran,
varEst,cran,
VarfromPDB,cran,zongfu
variability,cran,popatraj
VariableScreening,cran,dziakj1
VarianceGamma,cran,dsco036
VariantAnnotation,bioc,
variantspark,cran,
VariantTools,bioc,lawremi
variosig,cran,
vaRiskScore,cran,65382784943
varitas,cran,
varjmcm,cran,
varrank,cran,
vars,cran,bpfaff
varSel,cran,micheledalponte
VARSELECTEXPOSURE,cran,
varycoef,cran,
vasicek,cran,statcompute
vasicekreg,cran,jmazucheli
vatcheckapi,cran,
VBLPCM,cran,
vbmp,bioc,
VBV,cran,dsteuer
VCA,cran,
vcd,cran,
vcpen,cran,sinnweja
vcvComp,cran,
VDAP,cran,
vdar,cran,
vdg,cran,schoonees
Vdgraph,cran,johnjsl7
VDJgermlines,cran,alexyermanos
VDSM,cran,
VDSPCalibration,cran,
vecsets,cran,cellocgw
VecStatGraphs2D,cran,
VegaMC,bioc,
vegdata,cran,florianjansen
velociraptr,cran,aazaff
veloviz,bioc,
VennDiagram,cran,pboutros
verification,cran,ericgilleland
VERSO,bioc,
VertexSimilarity,cran,
VertexSort,cran,diala-ar
VeryLargeIntegers,cran,jleivacuadrado
VEwaning,cran,sth1402
VEwaningVariant,cran,sth1402
vfcp,cran,
VFP,cran,
vfprogression,cran,
VGAM,cran,tyee001
VGAMdata,cran,tyee001
VGAMextra,cran,
VHDClassification,cran,robingirard
vhica,cran,lerouzic
vietnamcode,cran,
VIFCP,cran,
viking,cran,
VIMean,cran,marsdu1989
vimpclust,cran,
viper,bioc,
vipor,cran,
VIRF,cran,ranjitstat
visachartR,cran,
visaOTR,cran,
ViSEAGO,bioc,
visit,cran,
VisitorCounts,cran,
vistla,cran,mbq
visualFields,cran,imarinfr
VisualizeSimon2Stage,cran,tingtingzhan
visualpred,cran,
visvow,cran,heeringa0
vita,cran,
vitality,cran,
VLF,cran,tathey
VLMC,cran,mmaechler
VMDML,cran,
vmdTDNN,cran,kapiliasri
vocaldia,cran,
volatilityTrader,cran,maheshpkumar
volcanoPlot,cran,jwildfire
volesti,cran,
VorteksExport,cran,lansdon-qualta
vortexRdata,cran,carlopacioni
Voss,cran,
voteSim,cran,antoinerollandlyon
votesys,cran,
vottrans,cran,
vowels,cran,tskendal
vrcp,cran,yxw390
vrtest,cran,jh8080
vscc,cran,
vsclust,bioc,
VSdecomp,cran,eladg9
vsgoftest,cran,testpregnault
vsn,bioc,
VSOLassoBag,cran,chywang17
vstdct,cran,
vtpnet,bioc,vjcitn
VTShiny,cran,kartikeyabolar
vtype,cran,
vudc,cran,
vulcan,bioc,federicogiorgi
VUROCS,cran,
vvauditor,cran,tin900
vvconverter,cran,tin900
vvmover,cran,tin900
vvsculptor,cran,tin900
VWPre,cran,vincentporretta
W3CMarkupValidator,cran,
W4MRUtils,cran,lain-inrae
WA,cran,lmaowsic
WACS,cran,rtrepos
walkscoreAPI,cran,whalenjf
WallomicsData,cran,sebdejean
wally,cran,paulowhite
warabandi,cran,harry-maan
WARN,cran,tsutatsuta
warpMix,cran,
washeR,cran,
wateRmelon,bioc,
waterYearType,cran,
watson,cran,
wavClusteR,bioc,
waveband,cran,
waved,cran,michaelstats
wavefunction,cran,
WaveletANN,cran,ranjitstat
WaveletArima,cran,ranjitstat
WaveletComp,cran,ayrangi
WaveletETS,cran,yeasinstat
WaveletGARCH,cran,ranjitstat
WaveletGBM,cran,ranjitstat
WaveletKNN,cran,yeasinstat
WaveletLSTM,cran,yeasinstat
WaveletML,cran,sandipgarai
WaveletMLbestFL,cran,sandipgarai
WaveletRF,cran,ranjitstat
wavelets,cran,ealdrich
WaveletSVR,cran,ranjitstat
wavemulcor,cran,
WaverR,cran,
wavethresh,cran,
wavScalogram,cran,
wbs,cran,
wbsd,cran,
wbsts,cran,kakoko1984
WCE,cran,
WCluster,cran,
WCM,cran,ujjwal4culs
Wcompo,cran,lmaowsic
wdnr.gis,cran,
weakARMA,cran,
wearables,cran,
weaver,bioc,
webbioc,bioc,
wec,cran,rensenieuwenhuis
WEGE,cran,harithmorgadinho
WeibullR,cran,jto888
WeibullR.ALT,cran,jto888
Weighted.Desc.Stat,cran,
weightedCL,cran,
WeightedCluster,cran,matthias-studer
WeightedEnsemble,cran,yeasinstat
weightedGCM,cran,
weightedRank,cran,
weightedScores,cran,
weightedZdiff,cran,fillatim
weightr,cran,
weights,cran,jmping
weirs,cran,wasquith
weitrix,bioc,
welchADF,cran,
welo,cran,
wfg,cran,
wflo,cran,
WGCNA,cran,plangfelder
wgeesel,cran,
WGScan,cran,
WgtEff,cran,joshlmiller1978
WhatsR,cran,
whitening,cran,
widals,cran,davezes
widgetTools,bioc,
wiggleplotr,bioc,
wikibooks,cran,
WikipediaR,cran,
wildpoker,cran,
windAC,cran,
WindCurves,cran,neerajdhanraj
windex,cran,kevinarbuckle
wINEQ,cran,sebastianwojcik86
WinRatio,cran,
WINS,cran,cuiyingbeicheng
wkNNMI,cran,sebastiandaberdaku
WLogit,cran,clavie3009
WLreg,cran,marvels2031
wmwpow,cran,
wnl,cran,
wNNSel,cran,shahlafaisal
wnominate,cran,jeffreyblewis
